Time (s),Rotational Speed (rpm/sec)
280,5004.3956043956
281,5150.41758241758
282,5047.91208791209
283,5013.0989010989
284,4960.3956043956
285,4973.45054945055
286,4944.92307692308
287,4849.18681318681
288,4901.40659340659
289,4794.54945054945
290,4887.86813186813
291,4963.78021978022
292,5052.26373626374
293,5255.34065934066
294,5092.87912087912
295,5014.06593406593
296,4990.37362637363
297,4928.96703296703
298,4912.52747252747
299,4993.75824175824
300,5023.73626373626
301,4906.24175824176
302,4867.07692307692
303,4832.74725274725
304,4790.68131868132
305,4918.81318681319
306,4905.27472527473
307,4898.02197802198
308,4928.48351648352
309,4828.3956043956
310,4854.50549450549
311,4810.02197802198
312,4896.08791208791
313,4947.82417582418
314,5021.8021978022
315,5080.30769230769
316,5047.42857142857
317,5107.38461538462
318,5026.63736263736
319,5096.26373626374
320,5021.8021978022
321,5050.81318681319
322,5016.48351648352
323,5052.74725274725
324,5064.35164835165
325,5093.84615384615
326,5055.16483516483
327,5030.50549450549
328,4985.05494505494
329,4899.95604395604
330,4796
331,4758.76923076923
332,4598.72527472527
333,4730.72527472528
334,4846.28571428571
335,4884.48351648352
336,4858.85714285714
337,4939.6043956044
338,4940.08791208791
339,4951.69230769231
340,4993.75824175824
341,4984.08791208791
342,5065.31868131868
343,5044.04395604396
344,5106.41758241758
345,5065.8021978022
346,5026.63736263736
347,5103.51648351648
348,5043.07692307692
349,5065.31868131868
350,5200.7032967033
351,5137.84615384615
352,5131.07692307692
353,5081.27472527472
354,5110.76923076923
355,5107.86813186813
356,5071.6043956044
357,5048.87912087912
358,4971.51648351648
359,5083.69230769231
360,5072.08791208791
361,5090.94505494505
362,5023.25274725275
363,4956.52747252747
364,4933.8021978022
365,5002.94505494505
366,4928.96703296703
367,4985.05494505495
368,5065.8021978022
369,4992.30769230769
370,4924.61538461538
371,4926.06593406593
372,4858.37362637363
373,4843.86813186813
374,4854.98901098901
375,4676.08791208791
376,4953.14285714286
377,5055.64835164835
378,5163.47252747253
379,5128.17582417582
380,5182.32967032967
381,5037.27472527472
382,4991.34065934066
383,4908.17582417582
384,4753.93406593407
385,4783.91208791209
386,4887.38461538462
387,4849.67032967033
388,4880.61538461538
389,4927.51648351648
390,4992.79120879121
391,4973.93406593407
392,5016.48351648351
393,5098.68131868132
394,5157.67032967033
395,5154.76923076923
396,5059.51648351648
397,4984.57142857143
398,4919.78021978022
399,4945.89010989011
400,4916.3956043956
401,4922.1978021978
402,4911.07692307692
403,4873.84615384615
404,4892.7032967033
405,4920.26373626374
406,4898.50549450549
407,4903.82417582418
408,4880.13186813187
409,4952.65934065934
410,4929.45054945055
411,4966.1978021978
412,4944.92307692308
413,4981.18681318681
414,5045.4945054945
415,5042.10989010989
416,5008.26373626374
417,4952.65934065934
418,4977.8021978022
419,4997.62637362637
420,5001.49450549451
421,4966.1978021978
422,4970.54945054945
423,5006.81318681319
424,4991.34065934066
425,5055.16483516483
426,5053.71428571429
427,5068.21978021978
428,5048.3956043956
429,5009.23076923077
430,4983.12087912088
431,5124.79120879121
432,4936.21978021978
433,4901.40659340659
434,4766.50549450549
435,4891.73626373626
436,4823.07692307692
437,4906.24175824176
438,4792.13186813187
439,4833.23076923077
440,4839.03296703297
441,4934.76923076923
442,4889.31868131868
443,4871.42857142857
444,4903.82417582418
445,4962.32967032967
446,4951.69230769231
447,4976.35164835165
448,4972
449,5058.06593406593
450,5022.28571428571
451,5025.18681318681
452,5024.21978021978
453,5056.61538461538
454,5021.31868131868
455,5015.03296703297
456,5042.10989010989
457,5072.08791208791
458,4986.50549450549
459,4908.17582417582
460,5029.53846153846
461,5068.7032967033
462,4983.12087912088
463,4856.92307692308
464,4970.54945054945
465,5016.96703296703
466,4984.08791208791
467,5058.06593406593
468,4965.71428571429
469,4937.67032967033
470,4903.82417582418
471,4907.69230769231
472,4936.21978021978
473,4912.04395604396
474,4940.08791208791
475,4969.0989010989
476,4899.95604395604
477,4943.47252747253
478,4957.01098901099
479,5141.23076923077
480,5076.43956043956
481,5063.86813186813
482,5024.21978021978
483,4998.59340659341
484,5008.26373626374
485,4979.73626373626
486,4977.8021978022
487,4945.40659340659
488,4849.18681318681
489,4925.0989010989
490,4875.2967032967
491,4884.48351648352
492,4870.94505494505
493,4860.79120879121
494,4921.71428571429
495,4908.17582417582
496,4890.76923076923
497,4786.81318681319
498,4855.95604395604
499,4825.49450549451
500,4775.69230769231
501,5053.23076923077
502,4823.56043956044
503,4992.79120879121
504,4883.51648351648
505,4847.25274725275
506,4776.65934065934
507,4832.26373626374
508,5064.35164835165
509,4888.83516483517
510,4911.07692307692
511,4974.9010989011
512,4884.96703296703
513,4881.0989010989
514,4908.17582417582
515,4968.13186813187
516,4927.51648351648
517,4916.3956043956
518,4902.37362637363
519,4892.21978021978
520,4796.48351648352
521,4853.05494505494
522,4831.2967032967
523,4890.76923076923
524,4931.86813186813
525,4978.28571428571
526,4924.13186813187
527,4953.62637362637
528,4936.7032967033
529,4970.54945054945
530,5035.82417582418
531,5027.12087912088
532,5019.86813186813
533,4946.37362637363
534,4933.8021978022
535,4986.98901098901
536,4978.28571428571
537,4975.38461538461
538,4986.98901098901
539,4985.05494505495
540,5074.50549450549
541,5018.41758241758
542,4884
543,4881.0989010989
544,4899.95604395604
545,4921.71428571429
546,4930.41758241758
547,4919.78021978022
548,4947.34065934066
549,4824.04395604396
550,4800.83516483516
551,4803.73626373626
552,4808.57142857143
553,4808.57142857143
554,4823.56043956044
555,4859.34065934066
556,4845.8021978022
557,4834.1978021978
558,4704.13186813187
559,4982.15384615385
560,5030.02197802198
561,5054.68131868132
562,5046.94505494505
563,5085.14285714286
564,5127.69230769231
565,5135.91208791209
566,5080.30769230769
567,5071.12087912088
568,5052.26373626374
569,4972.48351648352
570,4976.83516483516
571,5015.03296703297
572,4999.07692307692
573,4978.76923076923
574,5005.36263736264
575,4989.89010989011
576,5031.47252747253
577,5015.51648351648
578,4967.16483516483
579,4948.30769230769
580,4976.83516483516
581,4953.62637362637
582,4970.54945054945
583,4875.78021978022
584,4955.56043956044
585,4989.40659340659
586,5075.95604395604
587,4971.51648351648
588,4993.75824175824
589,4974.9010989011
590,5002.94505494505
591,4985.05494505494
592,4969.0989010989
593,4833.23076923077
594,4942.02197802198
595,4956.04395604396
596,5009.71428571429
597,4917.84615384615
598,4950.24175824176
599,4919.2967032967
600,4923.64835164835
601,4885.45054945055
602,4832.74725274725
603,4875.78021978022
604,4825.49450549451
605,4865.62637362637
606,4845.31868131868
607,4839.03296703297
608,4777.62637362637
609,4819.20879120879
610,4900.43956043956
611,4879.64835164835
612,4781.49450549451
613,4773.27472527473
614,4774.24175824176
615,4767.47252747253
616,4751.03296703297
617,4796.48351648352
618,4852.08791208791
619,4910.59340659341
620,4839.03296703297
621,4748.13186813187
622,4781.49450549451
623,4679.95604395604
624,4555.20879120879
625,4409.67032967033
626,4033.4945054945
627,3942.10989010989
628,3963.86813186813
629,3770.46153846154
630,3686.32967032967
631,3593.01098901099
632,3491.95604395604
633,3426.1978021978
634,3391.38461538462
635,3290.32967032967
636,3225.53846153846
637,3192.17582417582
638,3108.52747252747
639,3028.74725274725
640,3063.56043956044
641,2966.37362637363
642,2974.10989010989
643,3035.51648351648
644,3004.08791208791
645,2996.83516483516
646,3020.04395604396
647,340.879120879121
648,130.065934065934
649,68.6593406593407
